Loyalty#,cluster_behavior_kmeans,cluster_value_kmeans,kmeans_behavior_level,kmeans_value_level,kmeans_final_segment
826136,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
826149,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
826166,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826230,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826271,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826304,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
826312,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826556,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826589,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
826697,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826930,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
826975,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
826984,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827147,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827164,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827172,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827190,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827194,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827215,0,1,High,High,"Champions (High value, High engagement)"
827275,0,1,High,High,"Champions (High value, High engagement)"
827288,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827309,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827334,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827339,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827353,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827546,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827668,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
827677,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827731,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
827790,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827815,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
827819,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828026,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
828040,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
828076,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828109,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
828136,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828182,0,1,High,High,"Champions (High value, High engagement)"
828232,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828328,1,0,Low,Medium,"Need Attention (Medium value, Low engagement)"
828353,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828481,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828643,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828731,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828735,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828776,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828816,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828817,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828852,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828862,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
828884,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
828895,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828918,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828924,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
828959,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828967,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
828988,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829003,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829162,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829263,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829291,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829316,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
829476,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829505,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829588,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829627,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829663,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829684,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829861,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
829863,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
829886,0,1,High,High,"Champions (High value, High engagement)"
830024,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830071,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
830171,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830223,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830225,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830385,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830394,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
830446,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830503,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830547,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
830564,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830673,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830743,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830777,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830811,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830818,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
830836,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
830903,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
830931,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
830975,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831035,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831087,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831180,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831253,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831341,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831404,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831424,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831442,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831545,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831644,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831693,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831696,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831780,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831797,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831812,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831829,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831854,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831860,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831928,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
831948,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
831964,0,1,High,High,"Champions (High value, High engagement)"
831987,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
832046,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
832062,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832155,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
832301,0,1,High,High,"Champions (High value, High engagement)"
832367,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832431,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832566,0,1,High,High,"Champions (High value, High engagement)"
832597,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832625,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832663,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832665,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832745,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832810,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
832864,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832921,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
832983,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833024,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833052,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833148,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
833165,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833169,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
833197,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833221,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833233,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833305,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833317,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833322,0,1,High,High,"Champions (High value, High engagement)"
833397,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833436,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833547,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833569,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833576,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833627,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833679,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833683,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833701,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833704,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833728,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833754,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833765,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833783,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833793,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
833801,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833844,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833891,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
833998,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834012,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834063,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834066,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834081,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834120,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834270,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834286,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834304,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834306,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834453,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834522,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834523,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834537,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834544,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834550,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834571,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834576,0,1,High,High,"Champions (High value, High engagement)"
834615,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834726,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834733,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834760,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834790,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834799,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
834891,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
834943,0,1,High,High,"Champions (High value, High engagement)"
835009,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835062,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835133,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
835149,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835240,0,1,High,High,"Champions (High value, High engagement)"
835295,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
835377,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
835440,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
835484,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835491,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835508,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835566,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
835683,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835693,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835760,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835764,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835779,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835785,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835796,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835920,0,1,High,High,"Champions (High value, High engagement)"
835973,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
835975,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
836112,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836226,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
836295,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
836343,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836374,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836405,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836443,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836475,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836486,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836523,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836550,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836603,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
836622,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836665,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836706,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836713,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836720,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
836964,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
836984,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837012,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837031,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837175,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837215,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837237,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837269,0,1,High,High,"Champions (High value, High engagement)"
837273,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837327,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837360,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837408,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837517,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837526,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837580,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837615,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
837628,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837641,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837646,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837704,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
837705,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837733,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837810,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
837833,0,1,High,High,"Champions (High value, High engagement)"
837932,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838008,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838032,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838160,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838232,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838263,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
838270,0,1,High,High,"Champions (High value, High engagement)"
838283,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838482,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838553,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
838584,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838589,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
838634,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838650,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838657,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838771,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838784,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
838845,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
838881,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838885,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838938,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
838993,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
839115,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839132,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
839263,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839295,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839328,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839356,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839362,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839412,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839422,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839461,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
839494,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
839527,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839579,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
839659,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839694,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839748,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
839967,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840008,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
840021,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840038,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840059,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840071,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840088,0,1,High,High,"Champions (High value, High engagement)"
840120,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840135,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
840184,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
840262,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840267,0,1,High,High,"Champions (High value, High engagement)"
840326,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840376,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840481,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840515,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840659,1,1,Low,High,"At-Risk VIPs (High value, Low engagement)"
840667,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840741,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840866,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840882,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
840984,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841204,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841219,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841249,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841296,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
841324,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
841369,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841373,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841437,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841456,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841631,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841636,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841674,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
841677,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
841770,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
841916,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841948,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
841957,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842047,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842049,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842054,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842064,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842066,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842190,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842210,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842236,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842279,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842379,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842390,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842405,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842523,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
842527,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842582,0,1,High,High,"Champions (High value, High engagement)"
842641,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842770,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842793,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842835,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
842848,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842855,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842959,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
842980,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
842982,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843037,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843101,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843158,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843212,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843233,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843378,0,1,High,High,"Champions (High value, High engagement)"
843642,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843665,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843672,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
843737,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
843816,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
843836,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
843919,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
843972,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844046,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
844125,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844145,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
844152,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844193,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844222,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
844348,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844477,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
844479,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844540,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844556,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844582,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844641,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844677,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844749,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
844834,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
844949,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
844959,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845041,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845061,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845176,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845180,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
845227,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845273,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845275,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845319,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845435,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845488,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
845580,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845613,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
845684,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845699,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845782,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845807,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845819,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845820,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
845864,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
845945,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
