Loyalty#,cluster_behavior_agglomerative_ward,cluster_value_agglomerative_ward,agglomerative_ward_behavior_level,agglomerative_ward_value_level,agglomerative_ward_final_segment
907945,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
907950,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908006,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
908120,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908123,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908201,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
908246,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908248,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
908301,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
908374,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908404,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908519,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908580,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908643,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908728,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908729,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908759,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908801,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
908844,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
908882,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
908994,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
909020,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909066,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909068,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909075,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909106,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909134,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909238,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909242,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909260,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909262,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909328,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909385,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909476,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909483,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909503,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909543,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909547,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909677,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909727,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909800,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
909845,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
909854,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
909880,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910028,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
910056,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910092,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
910093,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910142,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910157,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910336,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910373,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
910391,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910416,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910492,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910576,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910645,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910716,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910809,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
910875,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
910969,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911003,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911089,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911372,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911503,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911525,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911585,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911655,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911663,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911668,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911723,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
911744,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
911812,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911852,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
911906,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911920,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
911971,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912064,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912128,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912220,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
912252,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912293,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912352,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
912396,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912420,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912539,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912588,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912633,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
912712,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
912757,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912797,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912864,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
912939,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
912940,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
912957,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
912984,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
913060,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913153,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
913156,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913233,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913340,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913449,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913522,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913571,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913721,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913809,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
913866,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913895,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
913949,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
913981,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914044,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914074,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
914088,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914152,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914255,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
914316,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914352,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
914368,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914514,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
914609,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914799,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
914920,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
914937,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
914959,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
915009,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
915147,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915156,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915164,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
915194,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915198,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915243,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
915286,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915287,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
915439,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915571,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915638,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915846,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915902,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915927,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
915933,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
915948,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916000,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916003,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
916020,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916131,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916269,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
916300,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916317,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
916358,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916478,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916594,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916634,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
916713,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916843,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916851,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
916880,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917191,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917192,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917346,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917352,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
917423,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917585,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917610,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917630,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917685,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
917725,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917779,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917798,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917870,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
917972,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917983,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
917998,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918017,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
918021,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918042,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918048,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918053,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918112,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918163,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918272,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918276,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918326,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918341,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918350,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
918397,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
918404,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
918478,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918479,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918564,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918631,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918756,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918807,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
918964,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
918984,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919055,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
919117,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919285,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919329,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
919338,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919340,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919437,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919463,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
919506,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
919557,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919668,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
919748,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919818,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919823,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
919832,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919888,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
919889,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919894,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
919922,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
919951,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920068,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
920100,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920102,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
920118,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920145,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920162,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920171,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
920175,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920197,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
920211,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920321,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920326,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920545,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920637,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920657,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
920716,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
920792,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920840,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920954,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
920966,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921059,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921102,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921130,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921191,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921278,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921298,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921357,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921375,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921392,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921403,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921410,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
921489,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921530,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921563,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921624,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
921705,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921746,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921776,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
921777,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
921886,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921899,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
921903,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
922000,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922047,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922161,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922188,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922206,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
922210,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922347,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
922351,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922388,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922484,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922614,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
922634,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922665,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
922703,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
922741,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
922786,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
922815,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
922926,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923041,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923062,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923108,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
923164,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923201,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923234,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923268,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
923293,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923333,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923336,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923406,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923527,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
923560,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923680,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923761,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923766,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
923799,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
923959,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
924031,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
924037,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924056,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924089,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924132,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924153,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924173,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924217,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
924268,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924405,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
924469,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924489,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924493,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924630,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924634,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924643,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924719,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924724,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924736,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
924787,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924793,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924794,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
924796,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
924878,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
924936,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925164,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
925198,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
925254,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925340,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925353,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925385,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925413,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925433,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925504,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925573,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
925609,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925767,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
925819,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
925850,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
925918,2,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
925978,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
925979,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926058,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926083,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926106,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926129,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926175,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926250,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926277,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926300,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926315,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926451,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
926494,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926531,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
926609,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926611,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926867,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926874,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
926961,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
926967,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
927026,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927165,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
927202,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927305,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927339,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927401,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927446,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
927559,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
927676,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927703,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927721,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
927848,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927887,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927937,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927943,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
927975,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928082,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928116,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
928153,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928188,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
928238,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928291,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928292,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928294,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928354,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928438,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928644,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928734,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
928804,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928868,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928916,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928922,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928942,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928957,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
928964,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929009,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929097,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929231,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
929282,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929302,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929410,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929451,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929455,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
929701,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929707,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
929712,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
929728,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929871,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929880,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929885,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929913,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
929980,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930041,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
930089,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
930209,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930325,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
930337,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
930489,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930502,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930562,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930584,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930620,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
930718,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930774,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
930848,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930887,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
930893,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930900,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
930921,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931054,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
931097,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931135,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931170,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
931183,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931238,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
931244,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931247,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
